student_id,name,department,semester,cgpa,tenth_percentage,twelfth_percentage,backlogs,python_score,java_score,sql_score,dsa_score,cloud_score,web_score,ml_score,cybersecurity_score,certifications,project_count,project_complexity,internships,opensource_projects,quantitative_aptitude,logical_aptitude,coding_score,communication_score,presentation_score,interview_score,hackathons,leadership,target_role,placed,data_source,profile_completeness,evidence_confidence
ST00474,Student ST00474,ISE,7,8.01,79.5,79.8,0,6.3,6.3,6.0,7.0,5.0,6.8,3.3,3.0,3,5,2,1,0,7.3,6.5,6.2,6.5,5.9,7.0,0,0,QA Specialist,1,SYNTHETIC,82.1,80.2
ST00475,Student ST00475,Mechanical,7,6.82,82.1,66.0,0,6.3,4.7,7.4,7.2,6.9,4.6,6.0,4.0,0,5,2,0,3,5.2,5.1,5.5,5.4,6.5,5.0,2,0,Cybersecurity Specialist,0,SYNTHETIC,75.8,61.7
ST00476,Student ST00476,ECE,8,7.57,82.2,73.6,0,6.3,3.5,9.3,5.3,3.9,6.3,4.7,3.1,2,2,2,1,1,6.3,5.0,6.4,8.2,8.6,6.6,0,0,Cloud/DevOps Engineer,1,SYNTHETIC,87.1,62.2
ST00477,Student ST00477,CSE,8,8.8,87.3,86.7,0,5.9,3.7,6.5,5.2,3.8,5.3,3.6,5.3,1,3,2,0,0,2.5,5.9,4.2,7.8,8.3,6.7,2,1,Cybersecurity Specialist,1,SYNTHETIC,98.3,84.7
ST00478,Student ST00478,ECE,8,6.49,65.5,66.4,0,4.5,5.4,5.6,5.0,3.4,4.1,2.6,3.1,2,5,1,0,0,7.4,6.0,4.9,4.2,3.9,4.3,0,0,Cloud/DevOps Engineer,0,SYNTHETIC,76.9,80.6
ST00479,Student ST00479,Mechanical,8,9.6,98.0,93.0,0,7.0,7.2,6.9,4.9,4.2,5.6,4.5,4.1,3,2,2,1,1,6.7,8.2,4.4,5.5,4.9,4.4,0,0,Cybersecurity Specialist,0,SYNTHETIC,90.2,88.5
ST00480,Student ST00480,Mechanical,7,6.43,63.9,71.6,1,5.5,6.8,4.7,5.7,1.7,4.3,3.5,1.0,3,3,2,0,0,5.6,5.9,6.0,7.4,6.6,6.5,0,0,QA Specialist,0,SYNTHETIC,97.4,90.2
ST00481,Student ST00481,CSE,7,6.62,66.3,60.1,0,3.4,3.6,4.4,4.5,2.7,2.8,1.0,1.3,3,4,1,0,0,6.5,7.2,3.4,5.5,3.9,4.3,0,0,Full-Stack Developer,0,SYNTHETIC,96.0,78.0
ST00482,Student ST00482,Mechanical,8,7.05,62.9,71.1,0,5.2,4.5,5.3,3.8,1.6,4.1,3.3,2.4,4,3,1,1,0,6.9,7.1,3.5,7.2,7.9,6.1,0,0,Cloud/DevOps Engineer,1,SYNTHETIC,97.9,89.8
ST00483,Student ST00483,ECE,7,6.35,62.1,65.9,0,3.5,2.6,4.5,1.0,4.3,4.7,2.7,1.5,2,6,1,0,0,5.5,5.2,2.2,5.4,4.5,4.3,0,0,AI/ML Engineer,1,SYNTHETIC,86.3,60.8
ST00484,Student ST00484,ECE,7,6.74,73.5,70.7,0,3.5,6.4,1.9,6.1,4.8,3.8,5.0,2.7,0,2,1,0,0,6.8,5.1,5.2,5.1,5.7,5.0,0,0,Cybersecurity Specialist,0,SYNTHETIC,78.3,80.0
ST00485,Student ST00485,ISE,7,7.41,73.0,74.5,0,4.7,4.7,5.6,4.8,5.4,6.8,2.1,3.9,2,2,1,0,2,5.5,6.6,4.9,7.4,7.7,6.3,0,0,Data Analyst,1,SYNTHETIC,87.7,93.6
ST00486,Student ST00486,CSE,8,7.67,74.8,73.6,0,5.7,5.7,6.5,6.2,2.2,6.8,4.0,3.1,4,4,2,0,0,4.5,6.8,6.1,4.1,4.5,4.8,0,0,AI/ML Engineer,1,SYNTHETIC,88.8,65.2
ST00487,Student ST00487,ISE,8,6.52,60.6,69.8,0,5.8,3.2,5.4,5.8,4.9,5.3,4.6,4.4,4,2,2,0,0,6.0,5.9,6.7,6.9,7.5,5.9,1,0,Cybersecurity Specialist,1,SYNTHETIC,82.1,79.2
ST00488,Student ST00488,ISE,7,8.58,92.0,84.4,0,5.4,3.7,5.6,8.3,5.7,4.2,3.0,6.6,1,3,2,0,0,5.9,8.2,6.3,6.0,5.0,6.3,0,0,Cybersecurity Specialist,1,SYNTHETIC,77.4,87.7
ST00489,Student ST00489,CSE,7,9.07,91.1,81.0,0,5.4,3.9,2.0,7.1,4.7,5.3,2.4,3.6,1,2,2,2,0,8.0,7.2,6.7,6.3,6.3,5.4,1,0,Cybersecurity Specialist,1,SYNTHETIC,77.2,80.4
ST00490,Student ST00490,CSE,8,8.88,90.3,89.9,0,5.5,7.4,8.7,6.0,2.1,6.4,4.4,1.6,1,4,2,1,0,7.9,7.9,6.8,5.3,5.9,5.4,0,0,Full-Stack Developer,1,SYNTHETIC,82.0,79.3
ST00491,Student ST00491,ECE,7,6.65,61.4,73.2,0,3.1,3.5,5.4,1.0,2.4,4.5,2.0,1.0,1,3,1,0,1,7.5,5.8,2.2,5.8,7.4,4.4,2,0,AI/ML Engineer,0,SYNTHETIC,93.1,75.2
ST00492,Student ST00492,ECE,8,6.69,69.2,71.4,0,5.0,3.8,7.5,6.2,2.2,5.3,3.2,2.0,1,1,2,0,0,7.6,6.0,4.5,6.7,5.8,6.7,1,0,AI/ML Engineer,0,SYNTHETIC,79.1,91.7
ST00493,Student ST00493,Mechanical,7,8.31,87.0,79.4,0,8.8,5.4,8.8,5.6,3.4,6.0,5.2,5.1,1,2,2,0,1,5.1,7.1,6.1,7.1,6.2,6.3,0,1,Full-Stack Developer,1,SYNTHETIC,91.4,69.4
ST00494,Student ST00494,Mechanical,7,6.9,75.1,72.7,0,6.0,5.7,5.0,2.6,5.0,3.3,2.3,6.1,1,6,1,0,0,6.9,6.8,3.1,7.6,6.3,5.6,0,0,Full-Stack Developer,1,SYNTHETIC,80.9,72.2
ST00495,Student ST00495,ECE,8,6.92,68.5,61.3,0,6.2,5.5,4.9,4.1,3.7,5.0,4.0,2.7,2,1,1,0,0,4.8,8.2,5.0,7.2,7.5,6.2,0,0,Cybersecurity Specialist,1,SYNTHETIC,80.5,63.8
ST00496,Student ST00496,Mechanical,8,7.44,70.7,71.9,0,2.7,3.7,4.3,1.0,2.3,4.0,2.0,1.0,0,2,1,0,0,6.0,6.3,1.2,7.7,5.2,3.8,0,1,Full-Stack Developer,1,SYNTHETIC,75.5,72.6
ST00497,Student ST00497,Mechanical,7,7.73,80.4,78.5,0,4.9,5.2,4.2,1.9,4.8,4.1,1.0,5.6,1,2,1,1,0,6.5,8.5,2.5,6.9,6.0,4.7,0,0,Full-Stack Developer,0,SYNTHETIC,91.1,92.9
ST00498,Student ST00498,CSE,7,7.69,84.0,76.9,0,8.4,7.5,7.6,5.5,4.5,3.5,4.5,3.8,2,5,2,2,0,6.8,7.9,6.6,6.5,7.0,7.3,0,0,Data Analyst,1,SYNTHETIC,95.6,79.1
ST00499,Student ST00499,ISE,7,6.49,66.3,73.1,0,3.8,4.1,3.0,3.3,2.9,3.6,4.3,4.4,1,6,1,0,1,5.9,7.7,2.9,5.8,4.8,5.4,0,0,Cloud/DevOps Engineer,0,SYNTHETIC,90.7,79.6
ST00500,Student ST00500,Mechanical,7,8.78,81.3,89.4,0,4.9,4.8,6.7,6.9,3.8,4.8,4.2,4.0,1,1,2,0,0,6.9,6.2,5.0,3.3,3.2,4.5,1,0,Cybersecurity Specialist,1,SYNTHETIC,92.2,72.9
ST00501,Student ST00501,Mechanical,8,9.02,80.9,88.4,0,2.5,3.9,7.1,8.7,5.5,5.6,3.8,5.9,1,2,2,0,0,6.4,7.9,4.7,6.6,5.6,7.1,1,0,AI/ML Engineer,1,SYNTHETIC,80.7,79.9
ST00502,Student ST00502,ECE,7,6.98,73.2,70.1,0,5.0,5.9,5.7,4.8,3.5,2.9,5.3,7.2,1,2,1,0,0,5.5,6.4,3.9,7.4,8.4,5.9,1,0,Cloud/DevOps Engineer,0,SYNTHETIC,89.2,93.9
ST00503,Student ST00503,CSE,8,7.58,75.7,80.1,0,4.7,4.4,5.8,6.8,4.3,4.3,4.1,2.8,3,5,2,1,0,7.1,6.8,4.7,6.6,5.2,5.1,0,0,QA Specialist,0,SYNTHETIC,80.8,81.3
ST00504,Student ST00504,ECE,8,7.1,74.8,73.9,0,4.9,4.6,4.6,4.3,6.3,5.1,6.6,1.8,0,4,1,0,0,5.8,6.1,5.2,6.8,6.2,5.4,1,0,Cloud/DevOps Engineer,1,SYNTHETIC,78.0,72.9
ST00505,Student ST00505,CSE,8,6.51,71.5,60.1,0,7.3,4.5,4.9,6.1,4.7,3.7,2.9,4.9,1,1,2,1,1,5.3,6.8,7.2,6.9,6.4,6.9,1,0,AI/ML Engineer,1,SYNTHETIC,75.4,68.3
ST00506,Student ST00506,CSE,8,6.8,68.4,64.5,0,5.2,6.3,7.3,4.2,6.7,3.3,4.9,1.9,2,3,1,0,0,6.7,5.7,5.1,4.1,4.0,3.6,1,0,AI/ML Engineer,0,SYNTHETIC,80.5,88.6
ST00507,Student ST00507,Mechanical,7,8.14,76.8,76.9,0,4.4,6.3,5.2,3.9,2.2,5.7,1.0,1.6,0,1,1,0,1,6.6,6.9,2.6,5.6,6.4,4.4,2,0,QA Specialist,0,SYNTHETIC,86.1,63.2
ST00508,Student ST00508,Mechanical,7,7.41,75.3,71.7,0,5.6,5.7,6.4,5.7,1.0,6.1,5.0,6.1,0,2,2,0,1,5.1,6.9,4.3,6.7,7.8,6.2,1,0,Full-Stack Developer,0,SYNTHETIC,91.7,92.9
ST00509,Student ST00509,ECE,7,6.38,67.7,63.6,0,4.8,5.9,4.2,4.4,4.4,3.8,2.9,2.0,2,2,1,0,0,5.3,4.6,4.1,7.3,7.1,6.2,1,0,Cybersecurity Specialist,1,SYNTHETIC,93.8,65.8
ST00510,Student ST00510,ISE,8,7.27,71.7,75.4,0,8.8,6.2,6.5,7.1,4.6,4.8,4.0,4.4,1,2,2,0,0,4.5,5.8,7.9,8.4,7.8,7.6,2,1,Data Analyst,1,SYNTHETIC,97.5,62.7
ST00511,Student ST00511,CSE,8,7.37,73.9,76.8,0,4.0,3.8,2.0,1.0,1.5,3.3,2.4,4.3,0,2,1,1,0,5.4,6.9,2.1,8.6,9.2,4.8,1,1,QA Specialist,0,SYNTHETIC,82.1,90.5
ST00512,Student ST00512,Mechanical,7,7.43,73.7,78.0,0,7.3,7.3,7.7,7.0,2.9,7.7,6.8,3.3,1,3,2,2,1,6.4,7.4,6.9,7.2,6.9,6.6,0,1,AI/ML Engineer,1,SYNTHETIC,92.2,93.5
ST00513,Student ST00513,CSE,8,8.09,82.1,86.4,0,6.0,6.3,8.5,5.6,2.3,5.8,6.2,2.6,2,2,2,2,0,7.0,6.3,6.1,7.4,7.4,5.8,1,0,AI/ML Engineer,1,SYNTHETIC,84.9,75.5
ST00514,Student ST00514,ISE,7,8.91,89.8,89.5,0,6.3,5.5,3.7,7.3,4.0,4.2,2.8,1.0,3,2,2,0,1,6.6,6.2,8.0,9.6,9.1,7.3,0,1,Cybersecurity Specialist,1,SYNTHETIC,76.0,73.3
ST00515,Student ST00515,CSE,8,6.54,68.6,64.5,0,3.2,1.4,1.4,3.3,1.9,1.7,2.2,2.2,5,3,1,0,0,3.8,4.5,1.6,6.3,6.6,4.8,1,0,Data Analyst,0,SYNTHETIC,96.5,72.0
ST00516,Student ST00516,CSE,7,8.51,80.6,82.6,0,7.6,4.6,7.4,3.7,5.8,6.2,3.5,4.7,0,3,2,0,1,7.7,7.5,5.7,7.7,7.6,6.4,1,1,Full-Stack Developer,1,SYNTHETIC,82.0,84.3
ST00517,Student ST00517,ECE,8,7.17,74.7,78.9,0,5.0,3.4,3.5,2.7,1.9,4.2,2.1,3.2,1,2,1,1,1,6.5,7.1,3.6,5.8,7.1,5.1,1,0,Full-Stack Developer,0,SYNTHETIC,81.8,66.4
ST00518,Student ST00518,ECE,8,7.5,73.3,71.1,0,5.6,6.2,6.8,5.3,6.4,3.9,4.3,3.9,0,4,2,0,0,5.4,7.5,5.6,5.4,4.5,5.0,0,0,Data Analyst,1,SYNTHETIC,82.6,80.7
ST00519,Student ST00519,Mechanical,8,7.36,74.5,73.2,0,3.9,4.9,3.7,4.8,2.5,3.5,3.2,1.8,2,1,1,1,0,5.8,6.1,4.5,7.2,7.4,6.4,0,0,Cloud/DevOps Engineer,0,SYNTHETIC,77.2,82.5
ST00520,Student ST00520,ISE,7,7.12,68.0,77.4,0,6.8,6.8,5.1,4.0,3.7,3.6,3.7,4.7,0,4,2,0,0,6.7,7.2,5.4,5.3,4.2,5.8,0,0,Cybersecurity Specialist,0,SYNTHETIC,95.9,74.7
ST00521,Student ST00521,ECE,8,7.46,84.0,74.5,0,5.6,4.6,6.7,8.1,4.0,4.9,5.8,4.9,0,1,2,1,0,7.5,7.1,5.5,6.2,4.2,5.6,2,0,Data Analyst,1,SYNTHETIC,84.2,79.0
ST00522,Student ST00522,CSE,8,6.75,78.6,71.7,0,6.7,5.1,6.4,6.2,4.4,4.2,3.5,2.0,0,1,2,0,0,4.5,7.4,6.2,5.2,4.1,5.0,1,0,Cloud/DevOps Engineer,0,SYNTHETIC,92.0,82.3
ST00523,Student ST00523,ISE,8,9.15,93.6,87.0,0,3.8,7.2,6.9,8.7,3.6,6.3,2.7,3.6,1,2,2,3,0,6.6,8.2,6.6,9.5,8.9,7.7,3,1,QA Specialist,1,SYNTHETIC,77.0,80.9
ST00524,Student ST00524,ISE,7,6.35,68.8,72.2,0,1.4,1.1,4.3,4.2,1.0,5.6,1.2,3.7,0,3,1,0,0,5.6,4.5,3.3,4.5,4.0,3.7,1,0,Data Analyst,0,SYNTHETIC,80.4,83.1
ST00525,Student ST00525,ECE,7,7.34,61.0,75.1,0,4.5,3.4,5.4,6.6,3.0,3.2,3.2,1.0,2,3,2,0,0,6.7,6.8,4.3,9.1,8.1,6.2,1,0,Cloud/DevOps Engineer,1,SYNTHETIC,96.2,65.2
ST00526,Student ST00526,ECE,8,9.61,94.2,96.8,0,5.5,8.5,6.2,8.8,6.6,6.6,7.1,7.2,0,5,2,1,0,6.6,6.2,7.3,5.5,5.8,6.4,0,0,AI/ML Engineer,1,SYNTHETIC,96.7,68.0
ST00527,Student ST00527,CSE,8,7.48,70.1,74.2,0,5.0,3.2,7.0,3.9,2.0,4.7,2.9,3.9,3,3,1,0,1,2.8,8.5,4.5,4.9,5.2,4.8,1,0,Data Analyst,0,SYNTHETIC,77.8,73.1
ST00528,Student ST00528,ISE,8,8.23,85.1,81.9,0,7.0,6.1,8.2,6.5,6.0,5.4,4.3,7.2,0,2,2,0,1,7.4,5.9,7.5,7.3,6.6,6.7,0,0,Data Analyst,1,SYNTHETIC,83.8,87.8
ST00529,Student ST00529,ISE,7,7.68,77.9,72.7,0,6.8,3.4,6.7,5.0,5.8,3.4,3.4,4.0,3,4,2,1,0,8.2,7.9,5.3,2.3,2.2,4.2,3,0,Cloud/DevOps Engineer,1,SYNTHETIC,92.8,85.0
ST00530,Student ST00530,CSE,8,7.85,71.5,77.0,0,7.8,7.6,8.0,7.8,1.9,6.0,4.7,6.2,0,1,2,1,0,7.1,7.8,8.1,7.1,7.2,7.6,0,0,AI/ML Engineer,1,SYNTHETIC,97.6,74.1
ST00531,Student ST00531,CSE,8,6.35,66.3,75.1,3,5.1,5.2,4.8,5.7,4.3,4.4,3.4,3.3,1,2,2,0,0,5.1,6.3,3.9,5.5,7.0,5.8,1,0,Data Analyst,0,SYNTHETIC,86.1,73.9
ST00532,Student ST00532,CSE,7,7.0,74.9,74.9,0,5.4,3.5,5.9,2.7,2.7,3.0,4.1,1.4,3,2,1,0,0,6.0,6.0,4.6,6.2,6.3,5.7,1,0,Data Analyst,1,SYNTHETIC,96.3,75.9
ST00533,Student ST00533,CSE,8,7.82,77.6,78.4,0,5.0,1.7,2.4,2.8,1.0,3.7,2.6,1.1,0,1,1,0,0,4.5,5.8,3.8,6.7,5.0,5.9,2,0,AI/ML Engineer,0,SYNTHETIC,93.8,86.2
ST00534,Student ST00534,CSE,7,5.62,62.5,56.9,0,5.2,5.0,4.5,6.2,3.8,4.3,1.3,3.0,3,3,2,0,1,6.9,5.5,4.5,3.8,4.5,4.5,1,0,Data Analyst,0,SYNTHETIC,76.3,88.5
ST00535,Student ST00535,Mechanical,7,7.84,79.1,77.6,0,4.4,5.2,4.9,4.8,3.3,4.4,4.8,2.8,2,5,1,1,1,7.2,6.4,6.0,7.4,7.4,6.1,2,0,Cybersecurity Specialist,1,SYNTHETIC,98.4,62.0
ST00536,Student ST00536,ECE,7,7.25,69.2,78.7,0,3.8,2.1,5.5,2.3,2.1,4.8,3.9,1.5,0,1,1,0,1,5.7,6.0,1.9,7.8,7.9,5.6,0,0,Data Analyst,1,SYNTHETIC,92.6,92.9
ST00537,Student ST00537,CSE,8,7.12,70.2,71.7,0,1.0,2.7,4.0,4.2,1.0,2.4,1.0,1.0,2,1,1,0,1,4.4,6.3,4.6,4.3,4.2,4.8,0,0,Cloud/DevOps Engineer,0,SYNTHETIC,94.5,77.3
ST00538,Student ST00538,CSE,8,7.39,75.4,75.4,0,3.9,2.9,4.9,7.1,3.4,3.7,4.1,2.4,2,3,2,0,1,7.0,6.2,6.0,6.1,6.0,5.6,1,0,AI/ML Engineer,1,SYNTHETIC,98.3,64.5
ST00539,Student ST00539,CSE,7,7.71,80.1,79.0,0,6.7,4.6,6.7,4.6,2.2,5.0,1.6,3.7,1,1,2,0,0,6.8,2.9,6.0,4.7,3.7,6.4,2,0,Full-Stack Developer,0,SYNTHETIC,81.7,60.0
ST00540,Student ST00540,Mechanical,8,7.61,77.7,75.2,0,6.1,6.1,3.7,4.3,2.9,4.0,2.9,3.9,1,1,1,0,1,6.5,6.3,6.2,5.6,4.7,5.7,0,0,Cloud/DevOps Engineer,1,SYNTHETIC,93.1,85.2
ST00541,Student ST00541,CSE,8,6.71,68.3,65.1,0,5.4,4.5,6.3,2.8,3.8,2.3,2.9,3.6,2,4,1,0,0,6.1,4.7,3.0,6.2,5.6,3.9,0,0,AI/ML Engineer,0,SYNTHETIC,82.6,65.2
ST00542,Student ST00542,ECE,7,7.37,77.4,75.4,0,5.6,6.7,4.8,5.3,3.7,3.4,3.0,1.0,1,2,2,1,1,5.4,6.6,5.5,6.5,5.9,6.1,0,0,QA Specialist,1,SYNTHETIC,88.9,69.3
ST00543,Student ST00543,Mechanical,8,8.48,90.6,84.8,0,3.3,6.5,3.4,4.7,3.4,4.5,3.4,3.2,1,2,1,0,0,7.1,5.6,4.0,6.5,6.9,5.1,0,0,Full-Stack Developer,1,SYNTHETIC,98.6,70.4
ST00544,Student ST00544,CSE,8,8.08,75.6,86.2,0,5.6,2.4,5.4,7.0,2.8,3.6,3.7,1.9,0,3,2,0,1,5.6,6.1,6.2,5.5,4.8,7.7,1,0,Cloud/DevOps Engineer,0,SYNTHETIC,94.3,87.4
ST00545,Student ST00545,Mechanical,7,7.34,73.4,76.0,0,5.0,3.1,5.0,3.6,2.8,4.7,3.9,5.6,1,6,1,1,1,7.3,5.2,4.5,3.4,4.3,3.7,0,0,Data Analyst,0,SYNTHETIC,85.3,86.7
ST00546,Student ST00546,Mechanical,7,7.99,79.5,74.4,0,4.9,6.0,6.0,7.3,2.9,5.9,2.7,2.8,1,2,2,0,0,8.4,7.1,8.2,3.5,3.7,5.5,0,0,Data Analyst,1,SYNTHETIC,87.9,82.0
ST00547,Student ST00547,ECE,8,7.53,78.0,74.1,0,5.8,3.6,6.0,4.9,4.0,5.1,5.8,4.6,2,2,2,1,0,4.6,4.7,5.3,6.8,7.8,6.6,1,0,QA Specialist,1,SYNTHETIC,80.7,90.6
ST00548,Student ST00548,ECE,7,8.31,86.2,82.1,0,2.7,5.8,5.6,5.6,4.6,3.1,1.0,3.4,0,4,1,0,0,6.7,7.0,4.4,6.8,5.8,5.3,0,0,QA Specialist,1,SYNTHETIC,77.1,90.1
ST00549,Student ST00549,ISE,8,8.26,83.0,90.7,0,5.2,9.2,6.6,7.2,5.0,5.9,4.5,1.7,0,3,2,0,0,8.0,6.4,6.8,7.2,6.6,7.2,0,1,AI/ML Engineer,0,SYNTHETIC,76.4,89.8
ST00550,Student ST00550,ECE,7,8.32,87.0,77.6,0,3.7,5.8,6.3,3.2,3.6,6.4,3.4,4.6,0,2,1,1,2,3.8,7.0,4.1,6.0,5.5,4.7,2,0,Cybersecurity Specialist,0,SYNTHETIC,93.9,86.9
ST00551,Student ST00551,ISE,7,6.14,58.4,64.4,0,7.8,6.3,5.1,6.9,3.4,4.0,1.0,3.4,1,3,2,0,1,6.3,6.0,8.0,6.4,6.1,6.1,0,0,AI/ML Engineer,0,SYNTHETIC,75.2,75.5
ST00552,Student ST00552,CSE,7,8.86,82.8,84.1,0,6.5,4.1,4.3,4.5,4.1,4.5,6.8,3.2,0,1,2,0,1,6.3,6.2,6.3,4.2,2.3,4.1,1,0,Cloud/DevOps Engineer,1,SYNTHETIC,76.9,60.9
ST00553,Student ST00553,ISE,7,7.04,71.0,76.3,0,5.3,6.1,4.0,5.3,2.6,5.0,1.0,1.0,0,2,2,0,0,7.0,5.8,4.7,5.7,4.8,4.7,1,0,AI/ML Engineer,0,SYNTHETIC,87.3,68.4
ST00554,Student ST00554,CSE,8,6.83,73.9,64.2,0,6.5,2.9,4.3,2.5,1.1,5.8,2.9,2.5,3,5,1,0,0,6.4,6.7,2.9,4.6,5.4,5.3,1,0,AI/ML Engineer,0,SYNTHETIC,97.2,79.3
ST00555,Student ST00555,ISE,8,6.77,72.1,72.9,0,4.5,3.4,6.6,4.2,1.8,3.0,2.9,3.5,0,2,1,0,0,6.4,6.5,4.2,6.2,5.9,5.9,1,0,Cybersecurity Specialist,0,SYNTHETIC,91.7,62.4
ST00556,Student ST00556,CSE,7,6.6,72.9,64.8,0,4.0,3.7,5.4,3.8,4.9,2.7,2.9,1.2,3,3,1,0,0,5.9,7.8,4.0,8.5,8.3,5.4,2,0,Cybersecurity Specialist,0,SYNTHETIC,93.1,86.3
ST00557,Student ST00557,CSE,7,7.12,71.4,71.6,0,5.7,5.8,7.0,5.1,2.8,5.1,4.1,4.9,0,1,2,0,0,5.4,6.8,4.3,7.3,7.5,6.6,1,0,Full-Stack Developer,0,SYNTHETIC,81.8,88.3
ST00558,Student ST00558,ECE,7,6.81,66.4,72.1,0,5.3,5.5,3.1,3.6,2.7,4.6,4.8,1.0,0,1,1,0,0,6.1,7.0,5.6,6.0,6.0,6.0,0,0,Cloud/DevOps Engineer,1,SYNTHETIC,82.1,76.9
ST00559,Student ST00559,ISE,7,6.33,69.0,73.7,0,5.3,4.5,6.6,2.3,2.7,7.1,2.8,2.5,4,2,1,0,0,6.6,4.4,1.3,6.5,7.3,4.6,0,0,QA Specialist,0,SYNTHETIC,76.5,62.3
ST00560,Student ST00560,CSE,7,7.3,71.9,70.3,0,7.3,6.8,6.6,3.5,3.4,7.4,5.2,1.0,2,1,2,0,0,6.2,5.3,5.1,4.2,4.1,3.5,0,0,Data Analyst,1,SYNTHETIC,81.5,84.5
ST00561,Student ST00561,CSE,7,8.12,85.6,67.3,0,2.1,5.2,5.8,2.0,6.6,5.2,2.2,5.3,1,6,1,1,0,7.0,6.7,1.1,5.6,7.4,3.7,0,0,AI/ML Engineer,1,SYNTHETIC,92.2,94.1
ST00562,Student ST00562,CSE,8,7.09,74.6,67.8,0,2.8,3.3,3.2,5.5,2.8,5.7,2.9,1.0,1,1,1,0,0,8.5,7.6,3.9,6.0,6.0,5.6,0,0,Cybersecurity Specialist,0,SYNTHETIC,87.3,77.4
ST00563,Student ST00563,CSE,7,7.55,73.7,78.3,0,6.4,5.3,6.6,5.6,4.1,4.1,1.5,4.2,2,2,2,2,0,7.6,5.7,5.7,7.0,6.7,7.5,0,0,Full-Stack Developer,1,SYNTHETIC,97.5,77.9
ST00564,Student ST00564,Mechanical,7,9.41,90.5,87.7,0,5.9,6.1,5.2,6.6,4.6,5.0,2.2,2.5,1,3,2,3,0,6.3,5.7,5.1,6.5,7.2,7.1,1,0,Data Analyst,1,SYNTHETIC,98.9,87.1
ST00565,Student ST00565,CSE,7,6.57,73.3,76.0,0,6.9,6.0,5.0,4.1,1.3,3.8,2.8,2.5,1,1,2,1,1,6.7,8.3,6.0,6.5,5.7,6.1,0,0,Cloud/DevOps Engineer,0,SYNTHETIC,92.9,69.5
ST00566,Student ST00566,ECE,8,8.1,81.7,76.2,0,2.9,4.0,6.2,5.6,3.8,6.4,3.6,2.0,1,2,1,2,0,8.4,7.2,4.6,5.3,6.0,4.0,0,0,Full-Stack Developer,1,SYNTHETIC,92.7,87.9
ST00567,Student ST00567,CSE,8,8.23,78.1,79.5,0,7.1,6.5,6.6,8.3,2.2,6.1,4.2,1.9,1,3,2,3,0,5.2,6.9,8.3,6.6,5.5,8.0,1,0,AI/ML Engineer,1,SYNTHETIC,82.7,88.5
ST00568,Student ST00568,Mechanical,8,8.48,84.6,85.5,0,6.1,4.9,6.3,7.5,3.8,6.6,5.1,3.1,2,3,2,2,0,6.2,5.1,7.3,5.1,4.5,5.3,1,0,AI/ML Engineer,1,SYNTHETIC,92.7,93.6
ST00569,Student ST00569,ISE,7,7.75,75.3,75.7,0,2.9,2.4,4.8,4.8,3.0,4.2,1.4,1.0,1,3,1,0,0,6.7,6.2,4.3,5.4,4.6,4.3,1,0,AI/ML Engineer,0,SYNTHETIC,80.7,91.3
ST00570,Student ST00570,CSE,8,8.23,86.0,80.3,0,5.1,6.5,5.9,3.6,4.5,6.8,5.9,2.5,1,3,1,1,2,7.7,5.4,5.4,4.0,3.0,4.0,0,0,AI/ML Engineer,1,SYNTHETIC,91.6,88.0
ST00571,Student ST00571,CSE,8,6.13,64.0,69.8,0,6.0,2.8,2.2,3.9,1.0,3.6,2.4,1.0,2,4,1,0,1,4.5,4.7,4.1,6.7,5.9,7.3,2,0,Cybersecurity Specialist,1,SYNTHETIC,91.8,79.8
ST00572,Student ST00572,ISE,7,5.66,63.7,57.1,0,4.1,3.8,4.2,4.5,1.0,4.0,1.7,2.3,0,2,1,0,0,4.8,5.0,3.9,7.7,6.9,6.1,0,0,Cloud/DevOps Engineer,1,SYNTHETIC,91.5,82.8
ST00573,Student ST00573,CSE,8,8.12,81.7,80.4,0,2.8,5.2,4.4,2.4,1.1,4.7,4.0,1.0,3,3,1,2,0,6.3,5.6,3.0,6.6,6.3,4.6,0,0,AI/ML Engineer,1,SYNTHETIC,79.6,67.8
ST00574,Student ST00574,ISE,7,7.53,73.8,81.3,0,7.6,5.4,5.3,6.2,4.2,4.6,2.2,3.5,1,3,2,0,0,5.6,5.2,6.5,7.7,7.0,8.5,2,0,QA Specialist,1,SYNTHETIC,95.7,81.8
ST00575,Student ST00575,ECE,7,7.91,83.5,73.1,0,5.3,4.0,6.6,4.4,2.5,5.8,1.7,1.4,4,3,1,1,1,8.8,5.5,5.0,10.0,9.5,7.0,0,0,AI/ML Engineer,1,SYNTHETIC,97.3,62.3
ST00576,Student ST00576,ISE,8,7.63,73.2,74.5,0,2.5,1.2,4.3,5.2,1.1,2.0,3.6,1.2,0,3,1,0,2,7.7,6.2,4.6,7.0,7.5,5.2,0,0,Cloud/DevOps Engineer,1,SYNTHETIC,78.8,84.8
ST00577,Student ST00577,ISE,7,8.55,85.2,88.0,0,5.1,4.1,4.1,6.8,3.7,2.4,2.3,4.1,0,3,2,2,1,4.2,6.9,5.9,6.7,5.9,6.0,1,0,AI/ML Engineer,1,SYNTHETIC,89.6,67.6
